Locality,City,Type,Months,Year,Price Range,Min_Price,Max_Price,Average Price,Q-o-Q,QOQ_missing
Mahajan Wadi,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,8004-11200,8004,11200,9602,2,0
Mahajan Wadi,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,8103-11587,8103,11587,9845,0.5,0
Mahajan Wadi,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,7883-11714,7883,11714,9798,1.25,1
Mahakali Caves Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,16917-25079,16917,25079,20998,2.3,1
Mahalakshmi,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,32874-57507,32874,57507,45191,4,0
Mahalakshmi,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,31796-54778,31796,54778,43287,4,0
Mahalakshmi,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,30134-52757,30134,52757,41446,4,0
Mahalakshmi,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,29152-50686,29152,50686,39919,4,0
Mahalakshmi,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,30346-52827,30346,52827,41586,3,0
Mahalakshmi,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,29655-51415,29655,51415,40535,4,0
Mahalakshmi,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,29383-48923,29383,48923,39153,3,0
Mahalakshmi,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,28388-47641,28388,47641,38015,1,0
Mahalakshmi,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,28203-47195,28203,47195,37699,4,0
Mahalakshmi,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,29050-49465,29050,49465,39258,6,0
Mahalakshmi,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,27441-46442,27441,46442,36942,6,0
Mahalakshmi,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,26388-43524,26388,43524,34956,3,0
Mahalakshmi,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,26474-41340,26474,41340,33907,2,0
Mahalakshmi,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,26582-42908,26582,42908,34745,4,0
Mahalakshmi,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,25026-41985,25026,41985,33506,5,0
Mahalakshmi,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,25155-38897,25155,38897,32026,3,0
Mahalakshmi,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,25565-40459,25565,40459,33012,3,0
Mahalakshmi,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,26135-41702,26135,41702,33918,3,1
Mahalakshmi,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,25924-41889,25924,41889,33907,0.4,0
Mahalakshmi,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,25618-41951,25618,41951,33784,4,0
Mahalakshmi,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,25579-39491,25579,39491,32535,2.2,1
Mahalakshmi,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,25592-39496,25592,39496,32544,5,0
Mahalakshmi,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,26269-42280,26269,42280,34274,3,0
Mahalakshmi,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,27016-43977,27016,43977,35496,2,0
Mahalakshmi,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,26575-42866,26575,42866,34720,1,0
Maharshi Karve Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,35839-60585,35839,60585,48212,2.3,1
Mahatama Gandhi Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,13819-23759,13819,23759,18789,3,0
Mahatama Gandhi Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,13601-23040,13601,23040,18320,3,0
Mahatama Gandhi Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,13241-22296,13241,22296,17769,3,0
Mahatama Gandhi Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,12885-21496,12885,21496,17190,1,0
Mahatama Gandhi Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,12848-21355,12848,21355,17101,0.4,0
Mahatama Gandhi Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,12820-21244,12820,21244,17032,10,0
Mahatama Gandhi Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,14571-23268,14571,23268,18919,1,0
Mahatama Gandhi Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,14346-23281,14346,23281,18813,2,0
Mahatama Gandhi Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,14424-22586,14424,22586,18505,1,0
Mahatama Gandhi Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,14127-22488,14127,22488,18307,5,0
Mahatama Gandhi Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,13556-21269,13556,21269,17413,5,0
Mahatama Gandhi Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,13389-19769,13389,19769,16579,2,0
Mahatama Gandhi Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,13331-20371,13331,20371,16851,1,0
Mahatama Gandhi Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,13162-20299,13162,20299,16731,5,0
Mahatama Gandhi Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,13679-21503,13679,21503,17591,2,0
Mahatama Gandhi Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,13619-20996,13619,20996,17307,3.5,1
Mahatama Gandhi Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,12811-20684,12811,20684,16748,4,0
Mahatama Gandhi Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,13606-21144,13606,21144,17375,3,0
Mahatama Gandhi Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,13530-20296,13530,20296,16913,2,0
Mahatama Gandhi Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,13117-21269,13117,21269,17193,2,0
Mahavir Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,17925-28342,17925,28342,23133,2,0
Mahavir Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,17826-27592,17826,27592,22709,3,0
Mahavir Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,17046-26913,17046,26913,21980,2,0
Mahavir Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,16794-26353,16794,26353,21574,1,0
Mahavir Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,17072-26690,17072,26690,21881,3,0
Mahavir Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,16751-25731,16751,25731,21241,3,0
Mahavir Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,16271-24949,16271,24949,20610,1,0
Mahavir Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,16254-24732,16254,24732,20493,2,1
Mahavir Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,16249-24760,16249,24760,20504,2,0
Mahavir Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,16024-24287,16024,24287,20156,2,0
Mahavir Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,16150-24886,16150,24886,20518,2,0
Mahavir Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,15808-24599,15808,24599,20203,1,0
Mahavir Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,15672-24226,15672,24226,19949,0.5,0
Mahavir Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,15994-23712,15994,23712,19853,1,0
Mahavir Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,15628-23616,15628,23616,19622,1,0
Mahavir Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,15937-22780,15937,22780,19358,2,0
Mahavir Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,15672-22315,15672,22315,18994,1,0
Mahavir Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,14948-22760,14948,22760,18854,1,0
Mahavir Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,15232-22916,15232,22916,19074,3,0
Mahavir Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,15864-23372,15864,23372,19618,0.3,0
Mahavir Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,15609-23505,15609,23505,19557,1,0
Mahavir Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,15338-23403,15338,23403,19371,2,0
Mahavir Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,15292-22540,15292,22540,18916,3,0
Mahavir Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,15447-23441,15447,23441,19444,5,0
Mahavir Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,14912-22222,14912,22222,18567,3,0
Mahim,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,26515-45037,26515,45037,35776,5,0
Mahim,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,25399-42490,25399,42490,33945,4,0
Mahim,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,26907-43499,26907,43499,35203,1,0
Mahim,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,25614-44066,25614,44066,34840,2,0
Mahim,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,25782-42702,25782,42702,34242,7,0
Mahim,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,24187-39836,24187,39836,32012,2,0
Mahim,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,24693-40792,24693,40792,32743,1,0
Mahim,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,24873-41220,24873,41220,33046,1.5,1
Mahim,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,24725-41384,24725,41384,33054,8,0
Mahim,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,23170-38194,23170,38194,30682,5,0
Mahim,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,23418-41114,23418,41114,32266,1,0
Mahim,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,24203-39486,24203,39486,31845,6,0
Mahim,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,25545-42227,25545,42227,33886,2,0
Mahim,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,25938-42898,25938,42898,34418,2,0
Mahim,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,26988-43491,26988,43491,35240,1,0
Mahim,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,26085-44810,26085,44810,35448,9,0
Mahim,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,23845-41229,23845,41229,32537,2,0
Mahim,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,22840-40998,22840,40998,31919,0.2,0
Mahim,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,23256-40443,23256,40443,31850,8,0
Mahim,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,25084-44229,25084,44229,34657,4,0
Mahim,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,25919-40782,25919,40782,33350,3,0
Mahim,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,26266-42423,26266,42423,34345,3.5,1
Mahim,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,26312-42329,26312,42329,34320,9,0
Mahim,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,28092-47259,28092,47259,37676,5,0
Mahim,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,26803-44971,26803,44971,35887,8,0
Mahim West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,25294-40812,25294,40812,33053,2,0
Mahim West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,24359-40581,24359,40581,32470,4,0
Mahim West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,26107-41486,26107,41486,33797,0.3,0
Mahim West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,24884-42938,24884,42938,33911,2.15,1
Mahim West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,25564-42200,25564,42200,33882,8,0
Mahim West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,23429-39176,23429,39176,31303,3,0
Mahim West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,24513-39967,24513,39967,32240,1,0
Mahim West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,24582-40825,24582,40825,32703,2,0
Mahim West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,24647-39693,24647,39693,32170,3,0
Mahim West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,23869-38716,23869,38716,31292,2.5,1
Mahim West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,23753-38852,23753,38852,31302,1,0
Mahim West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,23341-38552,23341,38552,30946,6,0
Mahim West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,24735-40793,24735,40793,32764,3,0
Mahim West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,25119-38765,25119,38765,31942,3,0
Mahim West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,24088-38096,24088,38096,31092,5,0
Mahim West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,22970-35979,22970,35979,29475,1,0
Mahim West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,23149-36673,23149,36673,29911,1,0
Mahim West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,23154-36196,23154,36196,29675,3,0
Mahim West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,22579-35245,22579,35245,28912,2,0
Mahim West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,22275-36865,22275,36865,29570,1,0
Mahim West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,22255-37425,22255,37425,29840,4,0
Mahim West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,23306-38609,23306,38609,30958,0.5,0
Mahim West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,23737-37887,23737,37887,30812,9,0
Mahim West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,25096-42903,25096,42903,34000,7,0
Mahim West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,23773-39610,23773,39610,31692,3,0
Malabar Hill,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,50279-84500,50279,84500,67389,7,0
Malabar Hill,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,47365-78812,47365,78812,63089,7,1
Malabar Hill,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,46890-79227,46890,79227,63059,3,0
Malabar Hill,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,45419-76818,45419,76818,61119,4,0
Malabar Hill,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,43523-74450,43523,74450,58987,0.5,0
Malabar Hill,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,44482-74069,44482,74069,59275,2,0
Malabar Hill,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,44385-71409,44385,71409,57897,0.4,0
Malabar Hill,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,44012-71345,44012,71345,57679,3,0
Malabar Hill,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,42661-69084,42661,69084,55872,4,0
Malabar Hill,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,40827-66837,40827,66837,53832,3,0
Malabar Hill,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,41978-69241,41978,69241,55610,1,0
Malabar Hill,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,41189-70656,41189,70656,55922,5,0
Malabar Hill,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,44433-73064,44433,73064,58748,0.2,0
Malabar Hill,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,44216-73090,44216,73090,58653,4,0
Malabar Hill,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,45118-76483,45118,76483,60801,10,0
Malabar Hill,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,39473-70969,39473,70969,55221,3,0
Malabar Hill,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,39432-67432,39432,67432,53432,5,0
Malabar Hill,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,41741-71128,41741,71128,56435,4,0
Malabar Hill,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,44822-72551,44822,72551,58687,2,0
Malabar Hill,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,45319-74429,45319,74429,59874,0.5,0
Malabar Hill,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,45781-73412,45781,73412,59597,3,0
Malabar Hill,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,45334-77712,45334,77712,61523,2,0
Malabar Hill,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,46492-78962,46492,78962,62727,1,0
Malabar Hill,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,45188-81940,45188,81940,63564,2,0
Malabar Hill,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,44989-79947,44989,79947,62468,1.5,1
Malad,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,14824-24052,14824,24052,19438,3,0
Malad,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,14285-23324,14285,23324,18804,3,0
Malad,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,13720-22619,13720,22619,18169,1,0
Malad,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,13706-22430,13706,22430,18068,1,0
Malad,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,13580-22063,13580,22063,17822,2,0
Malad,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,13354-21708,13354,21708,17531,1,0
Malad,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,13311-21553,13311,21553,17432,1,0
Malad,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,13099-21400,13099,21400,17249,1,0
Malad,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,13078-21185,13078,21185,17131,3,0
Malad,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,12555-20556,12555,20556,16556,1,0
Malad,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,12386-20303,12386,20303,16345,2,1
Malad,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,12478-20051,12478,20051,16264,0.4,0
Malad,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,12492-20182,12492,20182,16337,0.3,0
Malad,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,12368-20221,12368,20221,16295,1,0
Malad,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,12323-20030,12323,20030,16176,2,0
Malad,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,12113-19540,12113,19540,15827,2,0
Malad,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,11764-19211,11764,19211,15487,2,1
Malad,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,11770-19210,11770,19210,15490,0.1,0
Malad,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,11801-19138,11801,19138,15469,0.1,0
Malad,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,11842-19061,11842,19061,15451,2,0
Malad,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,12090-19418,12090,19418,15754,1,0
Malad,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,12055-19185,12055,19185,15620,1,0
Malad,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,11965-18979,11965,18979,15472,0.2,0
Malad,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,11914-19082,11914,19082,15498,0.6,1
Malad,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,11774-19071,11774,19071,15422,1,0
Malad East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,14680-23857,14680,23857,19269,3,0
Malad East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,14296-23260,14296,23260,18778,4,0
Malad East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,13858-22166,13858,22166,18012,1,0
Malad East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,13739-21981,13739,21981,17860,1,0
Malad East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,13717-21537,13717,21537,17627,1,0
Malad East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,13456-21380,13456,21380,17418,0.1,0
Malad East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,13488-21396,13488,21396,17442,0.5,0
Malad East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,13401-21324,13401,21324,17362,2,0
Malad East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,13100-20918,13100,20918,17009,3,0
Malad East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,12828-20140,12828,20140,16484,2,0
Malad East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,12507-19789,12507,19789,16148,1,0
Malad East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,12565-19945,12565,19945,16255,1,0
